Instance,OptCost,Duration,Solution
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_20.txt,12,0.00982,0 8 29 52 77 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_21.txt,9,0.01594,0 18 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_22.txt,7,0.01177,0 15 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_23.txt,11,0.00679,0 18 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_24.txt,10,0.00611,0 15 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_25.txt,8,0.00627,0 15 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_26.txt,5,0.00633,0 18 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_27.txt,5,0.00606,0 22 44 64 88 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_28.txt,14,0.01088,0 22 44 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_29.txt,3,0.00675,0 15 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_3.txt,10,0.00612,0 18 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_30.txt,12,0.01101,0 8 29 52 77 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_31.txt,7,0.00539,0 15 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_32.txt,6,0.00555,0 15 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_33.txt,4,0.00609,0 22 44 68 85 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_34.txt,8,0.00904,0 15 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_35.txt,6,0.01191,0 22 44 64 88 99 
